Product,Price,Gender
Lifting Crew,21.0,1
Everyday Front V Waistband Shorts,28.0,0
Script Graphic Oversized T-Shirt,34.0,0
Adapt Camo Seamless Sports Bra,38.4,0
Lift With Us Graphic T-Shirt,40.0,0
Gains Seamless Ripped Shorts,35.2,0
British Iron Heavyweight Hoodie,70.0,0
Crest Oversized Hoodie,46.0,1
"Arrival 5"" Shorts",26.0,1
Strength Department Animal T-Shirt,44.0,0
Heavyweight Washed Hoodie,80.0,1
Embroidered Logo Oversized Hoodie,70.0,0
Bandeau Sports Bra,20.8,0
Heart Marl Leggings,43.2,0
Rest Day Sweats Joggers,56.0,0
"Training Contrast Loose 2.5"" Shorts",28.0,0
Rest Day Sweats Hoodie,60.0,0
Adapt Camo Graphic Hoodie,38.4,0
Stacked Long Sleeve T-Shirt,32.0,1
Training Fleece Joggers,42.0,0
"Heritage Washed 5"" Shorts",32.2,1
Everyday Seamless Shorts,28.0,1
Tattoo Midi Long Sleeve T-Shirt,35.2,0
Pique Track Jacket,54.0,1
Rib Bralette,28.0,0
Vital Seamless 2.0 Midi Tank,23.8,0
Corset Seamless Shorts,40.0,0
Fleece 1/4 Zip,30.0,1
Elevate Leggings,44.8,0
Vital Seamless Midi Zip Pullover,56.0,0
GS Power Leggings,56.0,0
Premium Legacy Sweatshirt,64.0,0
Training Fleece Joggers,42.0,0
Fleece Shorts,54.0,0
Strength Department Brushed Sweatshirt,40.0,0
Training Oversized Fleece Hoodie,46.0,1
Pintuck Shorts,22.4,0
Fleece Joggers,56.0,0
"Legacy 4"" Shorts",28.0,1
Power T-Shirt,36.0,1
Adapt Camo Seamless Ribbed Leggings,60.0,0
Geo Seamless Tank,25.6,1
Ruched Sports Bra,30.0,0
Vital Seamless 2.0 Light Long Sleeve Top,40.0,0
Strength Department Oversized Hoodie,40.0,0
Everyday Foldover Leggings,38.0,0
"Land to Water 6"" Shorts",42.0,1
Rest Day Sweats Joggers,56.0,1
Cotton Lifting Sports Bra,28.0,0
Rest Day Sweats Joggers,56.0,0
Everyday Seamless Crop Tank,24.0,0
"Sport 5"" 2 in 1 Shorts",29.4,1
"Speed 5"" Shorts",44.0,1
Tricot Jacket,90.0,0
Lifting Club T-Shirt,26.0,1
Lifting Apparel Stringer,28.0,1
Vital Seamless Light T-Shirt,36.0,0
GSLC Weight Graphic T-Shirt,32.0,0
Ruched Strappy Sports Bra,30.0,0
Lightweight Jersey Shorts,32.0,1
Fleece Oversized Hoodie,60.0,0
Dumbbells Long Sleeve T-Shirt,44.0,1
Legacy Regular Leggings,43.2,0
Running Top,38.0,0
Training Joggers,56.0,1
GS Power Original Tight Shorts,32.2,0
Vital Seamless T-Shirt,30.0,1
When I Lift Crop Top,16.0,0
"Run Sport 3"" Shorts",30.4,1
Arrival Slim Marl Tank,16.0,1
Rest Day Woven Cargo Pants,63.0,1
Legacy Oversized Sweatshirt,44.8,0
Vital Seamless 2.0 Light Long Sleeve Top,40.0,0
Ribbed Cotton Seamless Body Fit Tank,23.8,0
Ruched Strappy Sports Bra,30.0,0
Corset Seamless Leggings,50.0,0
Apex Seamless T-Shirt,46.0,1
Movin' Metal Graphic Hoodie,52.0,0
everywear Relaxed Hoodie,76.0,1
Built in the UK T-Shirt,26.6,1
Super Natural Cut Off Tank,36.0,1
Everyday Seamless Long Sleeve Top,28.0,0
Apex T-Shirt,27.6,1
"Sport 5"" 2 in 1 Shorts",42.0,1
Retake Seamless Long Sleeve T-Shirt,21.6,1
Element Baselayer T-Shirt,22.0,1
Strength Department Graphic Joggers,44.0,1
Tattoo Oversized Hoodie,40.0,0
Everyday Seamless Long Sleeve Crop Top,28.0,0
Sweat Seamless Shorts,46.0,0
Care Label Graphic Brushed Hoodie,40.0,1
Strength and Conditioning T-Shirt,42.0,1
Rest Day Sweats 1/2 Zip Pullover,56.0,0
GS Power Leggings,44.8,0
Graphic Crew Socks 7PK,35.2,0
Heritage Washed Crew,40.6,1
Training Fleece Cropped Sweatshirt,32.0,0
Ribbed Legging,30.4,0
Sport T-Shirt,28.0,1
Flannel Pants,56.0,1
Pocket Shorts,32.0,0
Fleece Zip Hoodie,60.0,0
Legacy Oversized Long Sleeve Top,46.0,0
Strong Women Crop Top,22.4,0
"Lifting Mesh 7"" Shorts",40.0,1
Oversized Hooded Jacket,94.0,1
Training Dept. UK T-Shirt,32.0,1
Cotton Bralette,16.8,0
Phys Ed Graphic Sweatpants,44.8,0
Legacy Short Leggings,54.0,0
Flex Long Sleeve Crop Top,28.0,0
Crest Oversized Zip Up Hoodie,48.0,1
Impact T-Shirt,28.0,1
Legacy Velcro Lifting Belt,48.0,1
Retro Waistband Shorts,38.0,0
Element Baselayer Shorts,18.2,1
Waffle Oversized T-Shirt,46.0,1
"Arrival 5"" Shorts",18.2,1
Raw Cut Leggings,54.0,0
Apollo Hoodie,40.0,1
Vital Seamless Light Long Sleeve Top,40.0,0
GS Power Tight Shorts,46.0,0
GS Power Short Leggings,44.8,0
Vital Seamless T-Shirt,30.0,1
Interlock Tech Joggers,66.0,1
Lifting Baddie Graphic Joggers,30.8,0
Essential Oversized T-Shirt,26.0,1
Arrival Regular Fit T-Shirt,22.0,1
Recess Shorts,28.0,1
Premium Legacy 1/4 Zip,74.0,1
Monogram T-Shirt,34.0,1
Whitney Eyelash Knit Midi Halter Top,18.4,0
Cropped Cord Sweater,54.0,0
"Sport 5"" Shorts",26.6,1
Strong Women Oversized Hoodie,40.0,0
Tattoo T-Shirt,24.0,0
Everyday High Neck Long Sleeve Top,34.0,0
Speed T-Shirt,36.0,1
Training Oversized Cotton Long Sleeve Top,30.0,0
Legacy Rag Top,42.0,1
Strong Women Joggers,35.2,0
Running 1/4 Zip,39.2,0
Rest Day Essentials Crew,50.0,1
Lightweight Jersey Shorts,32.0,1
Cut Out Bandeau,24.0,0
Sport Seamless Leggings,50.0,0
Crest Joggers,38.0,1
"Speed 5"" Shorts",44.0,1
Strength In Numbers Long Sleeve Top,38.0,0
Training Loose Fit Shorts,16.8,0
Lifting Long Sleeve Crop Top,38.0,0
Geo Seamless T-Shirt,23.8,1
Geo Seamless T-Shirt,36.0,1
Everyday C&S One Shoulder Crop Top,20.0,0
Check Sleeveless Shirt,39.6,1
"Hybrid 6"" Shorts",21.0,1
Sets N Reps T-Shirt,36.0,1
Cotton Seamless Long Sleeve Midi Top,27.2,0
"Arrival 5"" Shorts",26.0,1
Seamless Polo Shirt,42.0,1
Legacy Henley,36.0,1
Legacy T-Shirt,28.0,1
Bulking Season Brushed Hoodie,50.0,0
Polar Fleece 1/2 Zip,60.0,0
everywear Sweat Shorts,46.8,1
Training Oversized T-shirt,30.0,0
Critical 2.0 Joggers,44.0,1
Dumbells & Deadlifts Crop Sweater,36.8,0
Legacy Hoodie,48.0,1
Embroidered Logo Oversized T-Shirt,50.0,0
Arrival Long Sleeve T-Shirt,26.0,1
Union Jack Lifting Club T-Shirt,50.0,1
Back Gains Sports Bra,30.0,0
Halterneck Crop Cami Tank,25.2,0
Multicoloured Jersey- Multi,60.0,1
Committed to the Craft T-Shirt,42.0,1
Mesh Waistband Leggings,50.0,0
Strength and Conditioning T-Shirt,42.0,1
Heavyweight Cotton Long Sleeve Top,42.0,0
2012 Lifting Cut off Tank,28.0,1
Adapt Monogram Seamless Midi Tank,32.0,0
Team GS Bralette,24.0,0
"Heritage Washed 5"" Shorts",46.0,1
Legacy Regular Leggings,54.0,0
Adapt Fleck Seamless Crop Top,46.0,0
Premium Legacy Tank,27.0,1
"Lifting Mesh 7"" Shorts",40.0,1
Dumbells & Deadlifts Crop Sweater,36.8,0
Studio Joggers,48.0,1
Flex High Waisted Leggings,35.0,0
Vital Seamless Midi Zip Pullover,56.0,0
Trophy Graphic Shorts,40.0,1
"5"" Swim Short",16.8,1
Multi Way Strap Bandeau Bra,30.0,1
Ath Dept Oversized T-Shirt,42.0,0
Crest Sweatshirt,36.0,1
Waffle Polo Shirt,50.0,1
Barbell Hearts Oversized Joggers,48.0,0
Waffle Polo Shirt,50.0,1
Boost Bra,33.6,0
Crest T-Shirt,22.0,1
"Apex 7"" Hybrid Shorts",46.8,1
Heritage Washed Short Sleeve Crew,30.0,1
Running Leggings,58.0,0
Adapt Monogram Seamless Midi Tank,32.0,0
Mesh Tank,36.0,1
everywear Tech Long Sleeve Tee,40.0,1
I Love Squats Graphic Oversized Tee,32.0,0
Legacy T-Shirt,28.0,1
Power Zip Hoodie,36.0,1
Property Of Stringer,30.0,1
Training Fleece Shorts,34.0,0
Power T-Shirt,36.0,1
React Stringer,24.0,1
Legacy Printed Regular Leggings,43.2,0
Rest Day Sweats Oversized Crew,60.0,0
Crest Tank,20.0,1
Essential Oversized T-Shirt,26.0,1
Lifting Longline T-Shirt Dress,40.6,0
"Sport  7"" Shorts",38.0,1
Premium Legacy Joggers,68.0,0
Mesh Placement Legging,54.0,0
Ribbed Sports Bra,34.0,0
everywear Sweat Shorts,62.0,1
Legacy Drop Arm Hoodie,33.6,1
Rest Day Essentials Crew,50.0,1
Vital Seamless 2.0 Midi Zip Up Jacket,56.0,0
Bulking Season Baby Tee,32.0,0
GS Power Tight Shorts,46.0,0
Build Your Legacy Graphic Tank,30.0,1
Legacy Ringer Stringer,24.0,1
Heavyweight Cotton Long Sleeve Top,42.0,0
Stacked Hoodie,48.0,1
Apex Seamless Tank,37.8,1
Rest Day Essentials Joggers,50.0,1
Lifting Essentials Cropped Tank,32.0,0
"Logomania Mesh 5"" Shorts",41.4,1
Legacy Regular Leggings,54.0,0
"Sport  7"" Shorts",38.0,1
Lift Contour Seamless Shorts,46.0,0
Adapt Safari Seamless Leggings,60.0,0
Legacy Ringer T-Shirt,32.0,1
Adapt Camo Seamless Shorts,44.0,0
Grunge Oversized T-Shirt,32.0,0
Boost Bra,33.6,0
Element Baselayer Long Sleeve T-Shirt,25.2,1
Sherpa 1/4 Zip,80.0,0
Everyday Shelf Cami Tank,28.0,0
British Iron Heavyweight Hoodie,70.0,0
Longline Sports Bra,26.6,0
Training Oversized Fleece Sweatshirt,46.0,0
Legacy 1/4 Zip Cap Sleeve Hoodie,46.0,1
Training Long Sleeve Top,26.0,0
Running Top,38.0,0
British Lifting Goods Graphic T-Shirt,38.0,1
Heritage Washed Short Sleeve Crew,32.2,1
Recess Joggers,46.0,1
Flex Sports Long Sleeve Crop Top,28.0,0
Rest Day Essentials Hoodie,33.6,1
"Brandmark Mesh 5"" Shorts",41.4,1
Vital Seamless T-Shirt,30.0,1
Cross Back Sports Bra,33.6,0
Ribbed Tank 3 Pack,28.8,1
Flex Long Sleeve Crop Top,40.0,0
Heritage Washed T-Shirt,40.0,1
Property Of Cut Off Tank,40.0,1
One Shoulder Sports Bra,30.0,0
Adapt Fleck Seamless Leggings,60.0,0
Power T-Shirt,36.0,1
Rest Day Essentials Hoodie,56.0,1
Training Fleece Joggers,42.0,0
Vital Seamless 2.0 V Neck Sports Bra,38.0,0
Heritage Washed Cut Off Tank,22.4,1
Critical 2.0 Drop Arm Tank,14.0,1
Trophy Graphic Crew,60.0,1
Grunge Oversized Joggers,68.0,0
Everyday Seamless T-Shirt,28.0,0
Legacy T-Shirt,28.0,1
Multi Way Strap Bandeau Bra,30.0,1
Legacy Oversized T-Shirt,36.0,0
Scallop Hem Shaped Shorts,22.4,0
Everyday Seamless Crop Tank,24.0,0
Cargo Pocket Shorts,28.0,0
React Stringer,24.0,1
Vital Seamless Leggings,54.0,0
Everyday Seamless Long Sleeve Crop Top,28.0,1
Everyday Seamless Sports Bra,30.0,0
Bodybuilding Graphic Short Sleeve T-Shirt,36.0,1
Sport T-Shirt,19.6,1
Minimal Sports Bra,30.0,0
Legacy 1/4 Zip Cap Sleeve Hoodie,46.0,1
Adapt Fleck Seamless Shorts,44.0,0
I Heart Gym Joggers,30.8,0
Everyday Seamless Shorts,28.0,0
everywear Relaxed Stitch Sweatshirt,52.8,1
Training Performance Joggers,37.8,0
everywear Sweat Shorts,52.0,1
Adapt Camo Cross Back Sports Bra,40.0,0
Check Sleeveless Shirt,39.6,1
Double Waistband Shorts,32.0,0
British Lifting Goods Graphic Shorts,44.0,1
Element Baselayer T-Shirt,20.0,1
"Interlock Tech 6"" Shorts",46.0,1
Ribbed Cotton Seamless One Shoulder Bra,24.0,0
Performance Polo Shirt,46.0,1
Crest Oversized Zip Up Hoodie,48.0,1
Block Oversized T-Shirt,30.0,0
Lightweight Jersey Shorts,32.0,1
"Arrival 7"" Shorts",26.0,1
Power T-Shirt,36.0,1
Crest Hoodie,40.0,1
Training Joggers,56.0,1
Arrival Long Sleeve T-Shirt,26.0,1
Care Label Graphic Brushed Shorts,32.0,0
Everyday Seamless Long Sleeve Top,28.0,0
"Sport 5"" Shorts",26.6,1
"Training Dept. UK 7"" Shorts",28.0,1
Fraction Oversized T-Shirt,30.0,0
Lifting Logo Leggings,42.0,0
"Legacy 4"" Shorts",40.0,1
315 Seamless 1/2 Shorts,18.0,1
Running Top,38.0,0
GS Power Regular Leggings,44.8,0
Apex Lift Seamless Leggings,70.0,0
Lifting Essentials Oversized Sweatshirt,50.0,0
Lifting Dept Graffiti T-Shirt,34.2,1
Adapt Safari Seamless Bralette,42.0,1
Rest Day Sweats Joggers,44.8,0
Sport Seamless Cropped Tank,38.0,0
2012 Lifting Joggers,50.0,1
Everyday Seamless Leggings,38.0,0
Adapt Fleck Seamless Leggings,60.0,0
Premium Legacy Tank,27.0,1
Powered By Pre Sweatshirt,36.8,0
Everyday Seamless Crop Top,24.0,0
Adapt Safari Tight Shorts,44.0,1
Care Label Graphic Brushed Hoodie,40.0,0
Speed T-Shirt,36.0,1
Running Leggings,40.6,0
Power T-Shirt,36.0,1
"Apex 5"" Hybrid Short",36.8,1
Ribbed Cotton Seamless Tank,27.2,0
Essential Oversized Joggers,44.0,1
"Mesh 5"" Shorts",40.0,1
"Apex 7"" Hybrid Shorts",52.0,1
Strength Department Graphic Joggers,44.0,0
Sport Seamless Sports Bra,38.0,0
Power Oversized Zip Hoodie,50.0,0
Running Leggings,58.0,0
GS Power Tight Shorts,46.0,0
Rest Day Sweats 1/2 Zip Pullover,56.0,0
Training Fleece Cropped Hoodie,28.0,0
Power Washed Short Sleeve Crew,50.0,1
Legacy Cropped Short Sleeve Crew,44.0,1
Arrival Marl T-Shirt,22.0,1
Rest Day Woven Shorts,40.0,1
I Love Squats Hoodie,40.0,0
Training Oversized T-Shirt,30.0,0
British Iron Hoodie,70.0,1
Lifting Dept Graffiti T-Shirt,38.0,1
Ath Dept Oversized T-Shirt,33.6,0
Running Glove,22.0,1
Vital Seamless 2.0 Crop Top,26.6,0
Rest Day Essentials Joggers,50.0,1
Adapt Fleck Seamless Long Sleeve Crop Top,46.0,0
Heritage Washed Short Sleeve Crew,50.0,1
Ruched Sports Bra,30.0,0
"Training Contrast Loose Shorts 4""",19.6,0
Apex Long Sleeve T-Shirt,30.0,1
Arrival Tank,20.0,1
Cropped Cord Sweater,54.0,0
Conditioning Graphic T-Shirt,30.4,1
Essential T-Shirt,26.0,1
Gains Seamless Bralette,32.0,0
Contour Heart Seamless Short Sleeve Top,43.2,0
"Running Dept. 5"" Shorts",28.0,1
Ribbed Cotton Seamless One Shoulder Bra,24.0,0
Collegiate T-Shirt,44.0,1
Property Of Hoodie,42.0,1
Blur Seamless Cami,26.6,0
Sport Seamless Midi Top,38.0,0
Block Oversized T-Shirt,30.0,0
Heavy Duty Lifter Stringer,28.0,1
Diamante Baby Tee,24.0,0
Barbell Hearts Oversized Sweatshirt,50.0,0
Carlos x Element Baselayer,32.0,1
Rest Day Essentials T-Shirt,32.0,1
Ribbon Ankle Leggings,54.0,0
Vital Seamless 2.0 Leggings,43.2,0
Adapt Camo Cross Back Sports Bra,40.0,0
Conditioning Goods T-Shirt,25.6,1
Ruched Side Shelf Tank,44.0,0
Strap Feature Sports Bra,30.0,0
Barbell Hearts Oversized T-Shirt,32.0,0
Heavy Duty Apparel Hoodie,50.0,1
Rest Day Essentials Hoodie,56.0,1
"Land to Water 6"" Shorts",48.0,1
Sport 1/4 Zip,24.0,1
Everyday Seamless Crop Tank,24.0,1
Crest Tank,20.0,1
Rest Day Essentials T-Shirt,22.4,1
Power T-Shirt,36.0,1
Everyday Seamless Leggings,38.0,0
Rest Day Sweats Long Sleeve T-Shirt,40.0,1
Lift Contour Seamless Sports Bra,46.0,0
Element Baselayer Leggings,32.0,1
Woven Pocket Shorts,26.6,0
"Interlock Tech 6"" Shorts",46.0,1
Stitch Feature Crop Top,21.6,0
Contour Heart Seamless Tank,38.4,0
Premium Legacy Joggers,68.0,0
Minimal Sports Bra,30.0,0
Sharkhead Infill Hoodie,44.0,1
Adapt Fleck Seamless Crop Top,46.0,0
Sweat Seamless Sports Bra 2.0,46.0,0
"Training Dept. UK 7"" Shorts",28.0,1
Flannel Shirt,70.0,1
GSLC Weight Graphic Sweater,40.0,0
Property Of Stringer,30.0,1
Sport Seamless Leggings,50.0,0
Lifting Long Sleeve Crop Top,38.0,0
Crest Straight Leg Joggers,44.0,1
Gains Seamless Fitted Crop Top,28.0,0
"Arrival 7"" Shorts",26.0,1
Rest Day Essentials Joggers,35.0,1
Adapt Fleck Seamless Leggings,30.0,0
Strength Department Brushed Sweatshirt,50.0,0
Training Fleece Joggers,42.0,0
Ruched Sports Bra,30.0,0
Heritage Washed Sleeveless Zip Hoodie,30.0,1
Contour Shorts,30.4,0
Training Hoodie,48.0,1
Off Duty Seamless Baby Tee,36.0,0
Crossover Sports Bra,21.6,0
Power T-Shirt,36.0,1
Worldwide Crew,56.0,1
Training Department Graphic Cropped Tank,20.8,0
Elevate Fleece Midi Jacket,84.0,0
Rest Day Essential Crew,25.0,1
Rest Day Essentials Hoodie,33.6,1
Training Long Sleeve Top,26.0,0
Fraction Oversized T-Shirt,30.0,0
Flex Shorts,36.0,0
React Drop Arm Tank,24.0,1
everywear Tech Tee,36.8,1
Crest Tank,20.0,1
Graphic Baselayer Long Sleeve T-Shirt,36.0,1
"Brandmark Mesh 5"" Shorts",41.4,1
Apex Seamless T-Shirt,46.0,1
"Printed Lifting Mesh 5"" Shorts",36.8,1
Everyday Foldover Leggings,38.0,0
Vital Seamless 2.0 Crop Top,26.6,0
Power x T Back Sports Bra,36.0,0
"Crest 7"" Shorts",19.2,1
GS Power Tight Shorts,46.0,0
"Hybrid 6"" Shorts",42.0,1
Adapt Fleck Seamless Leggings,48.0,0
Apex T-Shirt,46.0,1
Heavy Duty Apparel T-Shirt,34.0,1
Premium Legacy Tank,30.0,1
Adapt Fleck Seamless Halterneck Bralette,32.2,0
Tattoo Midi Long Sleeve T-Shirt,35.2,0
Oversized Performance T-Shirt,26.0,1
Sweat Seamless T-Shirt,28.0,0
Care Label Graphic Brushed Hoodie,40.0,0
Control Baselayer Shorts,34.0,1
Premium Legacy Cargo Pants,42.0,1
Built in the UK Hoodie,60.0,1
Everyday Seamless Crop Top,24.0,0
Sport Seamless Sports Bra,38.0,0
Lifting Babe Oversized T-Shirt,25.2,0
Impact Drop Arm Tank,24.0,1
Elevate Tall Leggings,68.0,0
Lifting Straight Leg Joggers,56.0,0
Crop Mesh Tank,35.2,0
Tricot Jacket,90.0,0
Trophy Graphic T-Shirt,38.0,1
"Sport 5"" Shorts",29.4,1
Collegiate Shadow Washed Tank,36.0,1
Everyday Long Sleeve Midi Top,30.0,0
Vital Seamless T-Shirt,30.0,1
"Sport 5"" 2in1 Shorts",32.2,1
Retro Waistband Shorts,26.6,0
"Arrival 5"" Shorts",15.6,1
Power T-Shirt,36.0,1
Rest Day Sweats Joggers,56.0,0
Ribbed Leggings,38.0,0
Adapt Camo Seamless Sports Bra,27.6,0
Vital Seamless  2.0 Leggings,43.2,0
Legacy Joggers,48.0,0
Dumbells & Deadlifts Oversized T-Shirt,24.0,0
Mesh Placement Leggings,54.0,0
Vital Seamless 2.0 Light T-Shirt,36.0,0
Whitney Eyelash Knit Bandeau,22.0,0
Activate Long Sleeve Top,28.0,0
Property Of T-Shirt,38.0,1
Power Washed Crew,58.0,1
Running Cycling Shorts,40.0,0
Oversized Performance T-Shirt,26.0,1
Grade Fleece Pant,56.0,1
Polar Fleece 1/2 Zip,60.0,0
Corset Seamless Bodysuit,62.0,0
Global Lifting Shorts,44.0,1
2012 Lifting Oversized T-Shirt,30.0,1
Lifting 2 In 1 Crop Tank,21.0,0
Legacy Oversized Sweatshirt,51.2,0
"Lifting Club Mesh 5"" Shorts",36.0,1
British Iron Hoodie,70.0,1
Rugby Shirt,54.0,1
2012 Lifting Hoodie,50.0,1
Collegiate Shadow Washed Tank,36.0,1
Impact Stringer,24.0,1
Essential Oversized Joggers,44.0,1
Elevate Ruched Tank,30.4,0
Conditioning Goods Long Sleeve T-Shirt,28.8,1
Conditioning Graphic T-Shirt,30.4,1
Tattoo Oversized Hoodie,40.0,0
Power x T Back Sports Bra,36.0,0
Crest Sweatshirt,36.0,1
Training Leggings,38.0,0
Lifting Graphic T-Shirt,34.0,0
Arrival Regular Fit T-Shirt,22.0,1
Arrival V-Neck T Shirt,22.0,1
"Running Dept. 5"" Shorts",28.0,1
Everyday Woven Pant,38.0,0
Sport Seamless Midi Top,38.0,0
Power Washed Short Sleeve Crew,50.0,1
Arrival Long Sleeve T-Shirt,26.0,1
Vibes Vest,42.0,1
Crest Oversized Hoodie,46.0,1
React Stringer,24.0,1
Training Oversized Fleece Hoodie,36.8,0
Vital Seamless 2.0 Leggings,32.4,0
Flex High Waisted Leggings,50.0,1
Everyday Seamless Leggings,38.0,1
Adapt Camo Long Sleeve Crop Top,44.0,0
Power Washed Joggers,56.0,0
Adapt Fleck Seamless Shorts,44.0,0
"Sport 5"" Shorts",30.4,1
Vital Seamless 2.0 V Neck Sports Bra,38.0,0
Legacy Drop Arm Hoodie,37.8,1
Everyday High Neck Long Sleeve Top,34.0,0
Mesh Placement Leggings,54.0,0
Rest Day Sweats 1/4 Zip,60.0,1
2012 Lifting Shorts,30.0,1
Conditioning Goods T-Shirt,25.6,1
Everyday Open Back Long Sleeve Top,34.0,0
Adapt Safari Seamless Long Sleeve Crop Top,36.8,0
Speed 1/4 Zip,50.0,1
Sport Seamless 1/4 Zip,26.0,1
"Training Contrast Loose 2.5"" Shorts",19.6,0
Fleece 1/4 Zip,48.0,1
Essential Oversized T-Shirt,26.0,1
Crest Oversized Hoodie,32.2,1
Apex Contrast Shorts,58.0,0
Essential Oversized T-Shirt,26.0,1
Conditioning Goods Long Sleeve T-Shirt,28.8,1
Collegiate Joggers,44.0,0
Everyday Seamless T-Shirt,28.0,0
Arrival Tank,20.0,1
Vital Seamless Sports Bra,42.0,0
Power T-Shirt,36.0,1
Apex Contrast Shorts,58.0,0
React Stringer,24.0,1
British Iron T-Shirt,50.0,1
Arrival T-Shirt,22.0,1
"Heavy Duty Apparel 7"" Shorts",30.0,1
Adapt Marl Seamless Leggings,24.0,0
Lifting 12 T-Shirt,34.0,1
Essential Cotton Midi Tank,20.0,0
"Apex Run 4"" Shorts",23.0,1
Arrival Tank,20.0,1
Movin' Metal Graphic Tank,28.0,1
Elevate Leggings 2.0,64.0,0
Sherpa Puffer Jacket,94.0,0
Legacy Logo Tight Shorts,40.0,0
Everyday Seamless Sports Bra,26.0,1
Premium Legacy Washed Oversized T-Shirt,40.0,0
Strength Department Oversized Hoodie,40.0,0
Training 1/4 Zip,40.0,1
Vital Seamless T-Shirt,30.0,1
everywear Sweat Shorts,62.0,1
Adapt Safari Seamless Leggings,60.0,1
Vital Seamless Light T-Shirt,36.0,0
Marl Racer Shelf Crop Tank- Rust Brown/Undyed Marl,30.4,0
Build Your Legacy Graphic Tank,30.0,1
"Sport  5"" Shorts",38.0,1
Graphic Crew Socks 7PK,28.8,0
Dumbells & Deadlifts Shorts,28.8,0
Heritage Washed Crew,58.0,1
Flex High Waisted Leggings,50.0,0
Fleece Crop Pullover,56.0,0
Rest Day Essential Crew,30.0,1
"Arrival 5"" Shorts",26.0,1
Double Up Sports Bra,34.0,0
Lift Contour Seamless Sports Bra,46.0,0
Training Cotton Tank,20.0,0
Tire Graphic T-Shirt,50.0,1
Speed Tank,32.0,1
"Towelling 7"" Shorts",40.5,1
"Lifting Mesh 5"" Shorts",40.0,1
"5"" Swim Short",16.8,1
Premium Legacy Washed 2-in-1 Long Sleeve,46.0,0
Wordmark Crew 3pk,16.0,1
Cotton Bodysuit,19.6,0
Strap Feature Sports Bra,30.0,0
Training Oversized T-Shirt,30.0,1
Heavy Duty Apparel T-Shirt,34.0,1
Vital Seamless 1/4 Zip,44.0,1
Legacy Bra,30.0,0
Rest Day Essentials Hoodie,56.0,1
Adapt Fleck Seamless Long Sleeve Crop Top,46.0,0
Vital Seamless 2.0 Crop Top,38.0,0
